-2.3026,-0.30111,-0.30111,-2.3026,-0.8675,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-0.30111,-2.3026,-2.3026,-2.3026,-0.8675,-2.3026,0.3293,0.70804,-2.3026,0.058269,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-0.13011,-2.3026,-2.3026,1.3496,4.1125,5.628
-1.8326,-2.3026,-0.21072,-2.3026,0.28518,-1.2379,-1.2379,-1.5141,-0.30111,-1.0498,-0.73397,-0.59784,-1.5141,-2.3026,0.61519,-1.8326,-1.8326,0.12222,0.37844,-0.8675,-0.4943,-2.3026,0.23111,-1.8326,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-1.8326,-2.3026,-2.3026,-1.5141,-2.3026,-1.8326,-1.8326,-2.3026,-2.3026,-2.2073,-1.4147,-2.3026,-0.97817,-1.2588,-2.2073,2.2947,6.1844,7.7227
-1.3863,-2.3026,-0.57982,-2.3026,-0.34249,-2.3026,-0.91629,-2.3026,0.019803,-0.15082,-0.15082,0.019803,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-1.3863,0.28518,1.2892,0.74194,-2.3026,-2.3026,-1.3863,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-1.3863,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-0.91629,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-0.99155,-2.3026,-1.2694,-1.194,-2.1037,2.2869,6.0983,7.1366
-1.8326,-1.5141,-0.13926,-2.3026,-1.2379,-0.8675,-0.73397,-2.3026,-1.8326,-2.3026,-2.3026,-0.30111,-1.0498,-2.3026,-1.5141,-2.3026,-2.3026,-1.5141,0.57098,-1.8326,-0.21072,-2.3026,-1.2379,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-1.8326,-2.3026,-2.3026,-2.3026,-2.3026,-1.9661,-2.0402,-2.3026,-1.0671,-1.7093,-2.3026,0.60377,3.7635,6.6189
-2.3026,-0.23572,-0.82098,-2.3026,-0.82098,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-0.23572,-2.3026,-2.3026,-2.3026,-0.82098,-2.3026,0.39878,0.7839,-2.3026,0.13103,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-1.8579,-2.3026,-0.12104,-2.3026,-2.3026,1.3423,4.1125,5.5649
-2.3026,-2.3026,-2.3026,-2.3026,0,-2.3026,0,-2.3026,-2.3026,0,0,-2.3026,0,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,1.0367,-2.3026,0,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,0.7807,1.9601,3.2229
-2.3026,-2.3026,0.41871,-2.3026,-0.21072,-0.79851,-2.3026,-0.79851,-2.3026,-0.21072,-2.3026,-0.79851,-2.3026,-2.3026,-2.3026,1.6956,-2.3026,-2.3026,1.1969,-2.3026,1.0818,-2.3026,-0.79851,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-1.5995,-2.3026,-0.78307,-2.3026,-2.3026,0.72803,3.1822,5.3235
-2.3026,-2.3026,-0.43078,-2.3026,0.19062,-2.3026,-1.273,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,0.019803,-2.3026,-1.273,-2.3026,-0.75502,-0.75502,1.1787,-2.3026,0.019803,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-1.2658,-2.3026,-0.58879,-2.3026,-2.3026,0.35066,1.411,4.2499
-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-0.18754,-2.3026,-0.18754,-2.3026,-2.3026,1.3694,2.2083,3.1398
-2.3026,-2.3026,-2.3026,-2.3026,1.1119,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,1.1119,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-2.3026,-0.68518,-0.68518,-2.3026,-0.09541,-2.3026,-2.3026,1.6008,2.4932,3.5293
